material_id,category,component_type,climate_zone,avg_summer_temp_c,solar_radiation_index,humidity_level,urban_density,density_kg_m3,thermal_conductivity_w_mk,carbon_kg_per_m2,thermal_mass_index,suitability_score,recommended_class,energy_saving_pct
MAT_004,Wood,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,492.21,0.121,66.88,0.06115329136429202,0.2228071896189482,Lightweight,6.684215688568446
MAT_004,Wood,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,492.21,0.121,66.88,0.06115329136429202,0.2228071896189482,Lightweight,6.684215688568446
MAT_005,Concrete,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2307.41,1.864,212.41,0.2866778733200891,0.10780239876722329,Lightweight,3.234071963016699
MAT_005,Concrete,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2307.41,1.864,212.41,0.2866778733200891,0.10780239876722329,Lightweight,3.234071963016699
MAT_005,Concrete,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2307.41,1.864,212.41,0.2866778733200891,0.10780239876722329,Lightweight,3.234071963016699
MAT_005,Concrete,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2307.41,1.864,212.41,0.2866778733200891,0.10780239876722329,Lightweight,3.234071963016699
MAT_005,Concrete,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2307.41,1.864,212.41,0.2866778733200891,0.11603850778210377,Lightweight,3.481155233463113
MAT_005,Concrete,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2307.41,1.864,212.41,0.2866778733200891,0.11603850778210377,Lightweight,3.481155233463113
MAT_005,Concrete,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2307.41,1.864,212.41,0.2866778733200891,0.11603850778210377,Lightweight,3.481155233463113
MAT_005,Concrete,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2307.41,1.864,212.41,0.2866778733200891,0.11603850778210377,Lightweight,3.481155233463113
MAT_005,Concrete,Wall,EGY_UPPER,43,8.1,0.12,3.2,2307.41,1.864,212.41,0.2866778733200891,0.12015656228954401,Lightweight,3.6046968686863203
MAT_005,Concrete,Roof,EGY_UPPER,43,8.1,0.12,3.2,2307.41,1.864,212.41,0.2866778733200891,0.12015656228954401,Lightweight,3.6046968686863203
MAT_005,Concrete,Floor,EGY_UPPER,43,8.1,0.12,3.2,2307.41,1.864,212.41,0.2866778733200891,0.12015656228954401,Lightweight,3.6046968686863203
MAT_005,Concrete,Window,EGY_UPPER,43,8.1,0.12,3.2,2307.41,1.864,212.41,0.2866778733200891,0.12015656228954401,Lightweight,3.6046968686863203
MAT_005,Concrete,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,2307.41,1.864,212.41,0.2866778733200891,0.08915178958497588,Lightweight,2.6745536875492766
MAT_005,Concrete,Roof,EGY_NORTH_COAST,33,5.9,0.65,4.5,2307.41,1.864,212.41,0.2866778733200891,0.08915178958497588,Lightweight,2.6745536875492766
MAT_005,Concrete,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,2307.41,1.864,212.41,0.2866778733200891,0.08915178958497588,Lightweight,2.6745536875492766
MAT_005,Concrete,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,2307.41,1.864,212.41,0.2866778733200891,0.08915178958497588,Lightweight,2.6745536875492766
MAT_006,Concrete,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2409.8,1.577,297.76,0.29939904010416474,0.1098162363449283,Lightweight,3.2944870903478494
MAT_006,Concrete,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2409.8,1.577,297.76,0.29939904010416474,0.1098162363449283,Lightweight,3.2944870903478494
MAT_006,Concrete,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2409.8,1.577,297.76,0.29939904010416474,0.1098162363449283,Lightweight,3.2944870903478494
MAT_006,Concrete,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2409.8,1.577,297.76,0.29939904010416474,0.1098162363449283,Lightweight,3.2944870903478494
MAT_006,Concrete,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2409.8,1.577,297.76,0.29939904010416474,0.11805234535980876,Lightweight,3.5415703607942626
MAT_006,Concrete,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2409.8,1.577,297.76,0.29939904010416474,0.11805234535980876,Lightweight,3.5415703607942626
MAT_006,Concrete,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2409.8,1.577,297.76,0.29939904010416474,0.11805234535980876,Lightweight,3.5415703607942626
MAT_006,Concrete,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2409.8,1.577,297.76,0.29939904010416474,0.11805234535980876,Lightweight,3.5415703607942626
MAT_006,Concrete,Wall,EGY_UPPER,43,8.1,0.12,3.2,2409.8,1.577,297.76,0.29939904010416474,0.12217039986724901,Lightweight,3.6651119960174703
MAT_006,Concrete,Roof,EGY_UPPER,43,8.1,0.12,3.2,2409.8,1.577,297.76,0.29939904010416474,0.12217039986724901,Lightweight,3.6651119960174703
MAT_006,Concrete,Floor,EGY_UPPER,43,8.1,0.12,3.2,2409.8,1.577,297.76,0.29939904010416474,0.12217039986724901,Lightweight,3.6651119960174703
MAT_006,Concrete,Window,EGY_UPPER,43,8.1,0.12,3.2,2409.8,1.577,297.76,0.29939904010416474,0.12217039986724901,Lightweight,3.6651119960174703
MAT_006,Concrete,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,2409.8,1.577,297.76,0.29939904010416474,0.09116562716268087,Lightweight,2.734968814880426
MAT_006,Concrete,Roof,EGY_NORTH_COAST,33,5.9,0.65,4.5,2409.8,1.577,297.76,0.29939904010416474,0.09116562716268087,Lightweight,2.734968814880426
MAT_006,Concrete,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,2409.8,1.577,297.76,0.29939904010416474,0.09116562716268087,Lightweight,2.734968814880426
MAT_006,Concrete,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,2409.8,1.577,297.76,0.29939904010416474,0.09116562716268087,Lightweight,2.734968814880426
MAT_007,Concrete,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2293.45,1.895,226.63,0.2849434511274365,0.10760903473422787,Lightweight,3.228271042026836
MAT_007,Concrete,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2293.45,1.895,226.63,0.2849434511274365,0.10760903473422787,Lightweight,3.228271042026836
MAT_007,Concrete,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2293.45,1.895,226.63,0.2849434511274365,0.10760903473422787,Lightweight,3.228271042026836
MAT_007,Concrete,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2293.45,1.895,226.63,0.2849434511274365,0.10760903473422787,Lightweight,3.228271042026836
MAT_007,Concrete,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2293.45,1.895,226.63,0.2849434511274365,0.11584514374910833,Lightweight,3.4753543124732498
MAT_007,Concrete,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2293.45,1.895,226.63,0.2849434511274365,0.11584514374910833,Lightweight,3.4753543124732498
MAT_007,Concrete,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2293.45,1.895,226.63,0.2849434511274365,0.11584514374910833,Lightweight,3.4753543124732498
MAT_007,Concrete,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2293.45,1.895,226.63,0.2849434511274365,0.11584514374910833,Lightweight,3.4753543124732498
MAT_007,Concrete,Wall,EGY_UPPER,43,8.1,0.12,3.2,2293.45,1.895,226.63,0.2849434511274365,0.11996319825654855,Lightweight,3.5988959476964566
MAT_007,Concrete,Roof,EGY_UPPER,43,8.1,0.12,3.2,2293.45,1.895,226.63,0.2849434511274365,0.11996319825654855,Lightweight,3.5988959476964566
MAT_007,Concrete,Floor,EGY_UPPER,43,8.1,0.12,3.2,2293.45,1.895,226.63,0.2849434511274365,0.11996319825654855,Lightweight,3.5988959476964566
MAT_007,Concrete,Window,EGY_UPPER,43,8.1,0.12,3.2,2293.45,1.895,226.63,0.2849434511274365,0.11996319825654855,Lightweight,3.5988959476964566
MAT_007,Concrete,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,2293.45,1.895,226.63,0.2849434511274365,0.08895842555198044,Lightweight,2.6687527665594133
MAT_007,Concrete,Roof,EGY_NORTH_COAST,33,5.9,0.65,4.5,2293.45,1.895,226.63,0.2849434511274365,0.08895842555198044,Lightweight,2.6687527665594133
MAT_007,Concrete,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,2293.45,1.895,226.63,0.2849434511274365,0.08895842555198044,Lightweight,2.6687527665594133
MAT_007,Concrete,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,2293.45,1.895,226.63,0.2849434511274365,0.08895842555198044,Lightweight,2.6687527665594133
MAT_008,Concrete,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2244.49,1.808,191.69,0.2788605492254115,0.10793661953823237,Lightweight,3.2380985861469713
MAT_008,Concrete,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2244.49,1.808,191.69,0.2788605492254115,0.10793661953823237,Lightweight,3.2380985861469713
MAT_008,Concrete,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2244.49,1.808,191.69,0.2788605492254115,0.10793661953823237,Lightweight,3.2380985861469713
MAT_008,Concrete,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2244.49,1.808,191.69,0.2788605492254115,0.10793661953823237,Lightweight,3.2380985861469713
MAT_008,Concrete,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2244.49,1.808,191.69,0.2788605492254115,0.11617272855311282,Lightweight,3.4851818565933845
MAT_008,Concrete,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2244.49,1.808,191.69,0.2788605492254115,0.11617272855311282,Lightweight,3.4851818565933845
MAT_008,Concrete,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2244.49,1.808,191.69,0.2788605492254115,0.11617272855311282,Lightweight,3.4851818565933845
MAT_008,Concrete,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2244.49,1.808,191.69,0.2788605492254115,0.11617272855311282,Lightweight,3.4851818565933845
MAT_008,Concrete,Wall,EGY_UPPER,43,8.1,0.12,3.2,2244.49,1.808,191.69,0.2788605492254115,0.12029078306055306,Lightweight,3.608723491816592
MAT_008,Concrete,Roof,EGY_UPPER,43,8.1,0.12,3.2,2244.49,1.808,191.69,0.2788605492254115,0.12029078306055306,Lightweight,3.608723491816592
MAT_008,Concrete,Floor,EGY_UPPER,43,8.1,0.12,3.2,2244.49,1.808,191.69,0.2788605492254115,0.12029078306055306,Lightweight,3.608723491816592
MAT_008,Concrete,Window,EGY_UPPER,43,8.1,0.12,3.2,2244.49,1.808,191.69,0.2788605492254115,0.12029078306055306,Lightweight,3.608723491816592
MAT_008,Concrete,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,2244.49,1.808,191.69,0.2788605492254115,0.08928601035598493,Lightweight,2.678580310679548
MAT_008,Concrete,Roof,EGY_NORTH_COAST,33,5.9,0.65,4.5,2244.49,1.808,191.69,0.2788605492254115,0.08928601035598493,Lightweight,2.678580310679548
MAT_008,Concrete,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,2244.49,1.808,191.69,0.2788605492254115,0.08928601035598493,Lightweight,2.678580310679548
MAT_008,Concrete,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,2244.49,1.808,191.69,0.2788605492254115,0.08928601035598493,Lightweight,2.678580310679548
MAT_009,Concrete,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2265.16,1.84,298.41,0.28142863709948945,0.10781803779987938,Lightweight,3.234541133996381
MAT_009,Concrete,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2265.16,1.84,298.41,0.28142863709948945,0.10781803779987938,Lightweight,3.234541133996381
MAT_009,Concrete,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2265.16,1.84,298.41,0.28142863709948945,0.10781803779987938,Lightweight,3.234541133996381
MAT_009,Concrete,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,2265.16,1.84,298.41,0.28142863709948945,0.10781803779987938,Lightweight,3.234541133996381
MAT_009,Concrete,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2265.16,1.84,298.41,0.28142863709948945,0.11605414681475984,Lightweight,3.4816244044427953
MAT_009,Concrete,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2265.16,1.84,298.41,0.28142863709948945,0.11605414681475984,Lightweight,3.4816244044427953
MAT_009,Concrete,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2265.16,1.84,298.41,0.28142863709948945,0.11605414681475984,Lightweight,3.4816244044427953
MAT_009,Concrete,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,2265.16,1.84,298.41,0.28142863709948945,0.11605414681475984,Lightweight,3.4816244044427953
MAT_009,Concrete,Wall,EGY_UPPER,43,8.1,0.12,3.2,2265.16,1.84,298.41,0.28142863709948945,0.12017220132220008,Lightweight,3.6051660396660026
MAT_009,Concrete,Roof,EGY_UPPER,43,8.1,0.12,3.2,2265.16,1.84,298.41,0.28142863709948945,0.12017220132220008,Lightweight,3.6051660396660026
MAT_009,Concrete,Floor,EGY_UPPER,43,8.1,0.12,3.2,2265.16,1.84,298.41,0.28142863709948945,0.12017220132220008,Lightweight,3.6051660396660026
MAT_009,Concrete,Window,EGY_UPPER,43,8.1,0.12,3.2,2265.16,1.84,298.41,0.28142863709948945,0.12017220132220008,Lightweight,3.6051660396660026
MAT_009,Concrete,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,2265.16,1.84,298.41,0.28142863709948945,0.08916742861763195,Lightweight,2.6750228585289584
MAT_009,Concrete,Roof,EGY_NORTH_COAST,33,5.9,0.65,4.5,2265.16,1.84,298.41,0.28142863709948945,0.08916742861763195,Lightweight,2.6750228585289584
MAT_009,Concrete,Floor,EGY_NORTH_COAST,33,5.9,0.65,4.5,2265.16,1.84,298.41,0.28142863709948945,0.08916742861763195,Lightweight,2.6750228585289584
MAT_009,Concrete,Window,EGY_NORTH_COAST,33,5.9,0.65,4.5,2265.16,1.84,298.41,0.28142863709948945,0.08916742861763195,Lightweight,2.6750228585289584
MAT_010,Wood,Wall,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,563.92,0.171,39.87,0.07006270507740915,0.19837730373983586,Lightweight,5.951319112195076
MAT_010,Wood,Roof,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,563.92,0.171,39.87,0.07006270507740915,0.19837730373983586,Lightweight,5.951319112195076
MAT_010,Wood,Floor,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,563.92,0.171,39.87,0.07006270507740915,0.19837730373983586,Lightweight,5.951319112195076
MAT_010,Wood,Window,EGY_CAIRO_URBAN,40,7.2,0.3,2.1,563.92,0.171,39.87,0.07006270507740915,0.19837730373983586,Lightweight,5.951319112195076
MAT_010,Wood,Wall,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,563.92,0.171,39.87,0.07006270507740915,0.20661341275471637,Lightweight,6.198402382641491
MAT_010,Wood,Roof,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,563.92,0.171,39.87,0.07006270507740915,0.20661341275471637,Lightweight,6.198402382641491
MAT_010,Wood,Floor,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,563.92,0.171,39.87,0.07006270507740915,0.20661341275471637,Lightweight,6.198402382641491
MAT_010,Wood,Window,EGY_CAIRO_DESERT_EDGE,41,7.8,0.18,2.8,563.92,0.171,39.87,0.07006270507740915,0.20661341275471637,Lightweight,6.198402382641491
MAT_010,Wood,Wall,EGY_UPPER,43,8.1,0.12,3.2,563.92,0.171,39.87,0.07006270507740915,0.21073146726215658,Lightweight,6.3219440178646975
MAT_010,Wood,Roof,EGY_UPPER,43,8.1,0.12,3.2,563.92,0.171,39.87,0.07006270507740915,0.21073146726215658,Lightweight,6.3219440178646975
MAT_010,Wood,Floor,EGY_UPPER,43,8.1,0.12,3.2,563.92,0.171,39.87,0.07006270507740915,0.21073146726215658,Lightweight,6.3219440178646975
MAT_010,Wood,Window,EGY_UPPER,43,8.1,0.12,3.2,563.92,0.171,39.87,0.07006270507740915,0.21073146726215658,Lightweight,6.3219440178646975
MAT_010,Wood,Wall,EGY_NORTH_COAST,33,5.9,0.65,4.5,563.92,0.171,39.87,0.07006270507740915,0.17972669455758847,Lightweight,5.391800836727654
